001|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,0,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,2,0,0|18,1,6,2,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,6,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,6,8,1,0|39,3,7,8,1,0|40,2,8,8,1,0
002|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,0,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,2,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,6,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,6,8,1,0|39,3,7,8,1,0|40,2,8,8,1,0
003|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,0,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,2,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,6,8,1,0|39,3,7,8,1,0|40,2,8,8,1,0
004|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,0,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,6,8,1,0|39,3,7,8,1,0|40,2,8,8,1,0
005|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,0,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
006|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,1,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,6,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
007|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,6,1,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,5,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
008|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,5,2,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,5,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,4,8,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
009|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,5,2,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,1,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,5,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,3,7,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
010|01,2,0,0,0,0|02,3,1,0,0,0|03,4,2,0,0,0|04,5,3,0,0,0|05,8,4,0,0,0|06,5,5,0,0,0|07,4,5,2,0,0|08,3,7,0,0,0|09,2,8,0,0,0|10,6,4,1,0,0|11,7,7,1,0,0|12,1,0,2,0,0|13,1,1,2,0,0|14,1,2,2,0,0|15,1,3,2,0,0|16,1,4,2,0,0|17,1,5,3,0,0|18,1,6,3,0,0|19,1,7,2,0,0|20,1,8,2,0,0|21,1,0,6,1,0|22,1,1,6,1,0|23,1,2,5,1,0|24,1,3,6,1,0|25,1,4,5,1,0|26,1,5,6,1,0|27,1,6,6,1,0|28,1,7,5,1,0|29,1,8,6,1,0|30,6,7,7,1,0|31,7,1,7,1,0|32,2,0,8,1,0|33,3,1,8,1,0|34,4,2,8,1,0|35,5,3,8,1,0|36,8,3,7,1,0|37,5,5,8,1,0|38,4,5,7,1,0|39,3,7,8,1,0|40,2,8,8,1,0
